,location,date,population,people_fully_vaccinated
1985,Africa,2022-04-07,1426736614.0,212643804.0
1986,Africa,2022-04-08,1426736614.0,212839348.0
1987,Africa,2022-04-09,1426736614.0,214159159.0
1988,Africa,2022-04-10,1426736614.0,217646156.0
1989,Africa,2022-04-11,1426736614.0,217683587.0
1990,Africa,2022-04-12,1426736614.0,218952586.0
1991,Africa,2022-04-13,1426736614.0,218985239.0
1992,Africa,2022-04-14,1426736614.0,219031641.0
1993,Africa,2022-04-15,1426736614.0,219050387.0
1994,Africa,2022-04-16,1426736614.0,219051135.0
1995,Africa,2022-04-17,1426736614.0,219052429.0
1996,Africa,2022-04-18,1426736614.0,219092782.0
1997,Africa,2022-04-19,1426736614.0,219134409.0
1998,Africa,2022-04-20,1426736614.0,219159898.0
1999,Africa,2022-04-21,1426736614.0,219206258.0
2000,Africa,2022-04-22,1426736614.0,219245385.0
2001,Africa,2022-04-23,1426736614.0,219965738.0
2002,Africa,2022-04-24,1426736614.0,220338689.0
2003,Africa,2022-04-25,1426736614.0,220356596.0
2004,Africa,2022-04-26,1426736614.0,224078286.0
2005,Africa,2022-04-27,1426736614.0,224138933.0
2006,Africa,2022-04-28,1426736614.0,224151377.0
2007,Africa,2022-04-29,1426736614.0,224203559.0
2008,Africa,2022-04-30,1426736614.0,224529234.0
2009,Africa,2022-05-01,1426736614.0,225614951.0
2010,Africa,2022-05-02,1426736614.0,225635428.0
2011,Africa,2022-05-03,1426736614.0,225649104.0
2012,Africa,2022-05-04,1426736614.0,225749517.0
2013,Africa,2022-05-05,1426736614.0,225777084.0
2014,Africa,2022-05-06,1426736614.0,225860463.0
2015,Africa,2022-05-07,1426736614.0,225928672.0
2016,Africa,2022-05-08,1426736614.0,228510019.0
2017,Africa,2022-05-09,1426736614.0,228514927.0
2018,Africa,2022-05-10,1426736614.0,228656777.0
2019,Africa,2022-05-11,1426736614.0,228716801.0
2020,Africa,2022-05-12,1426736614.0,228805400.0
2021,Africa,2022-05-13,1426736614.0,228903921.0
2022,Africa,2022-05-14,1426736614.0,229191583.0
2023,Africa,2022-05-15,1426736614.0,231155320.0
2024,Africa,2022-05-16,1426736614.0,231265657.0
2025,Africa,2022-05-17,1426736614.0,231301092.0
2026,Africa,2022-05-18,1426736614.0,231395579.0
2027,Africa,2022-05-19,1426736614.0,231435398.0
2028,Africa,2022-05-20,1426736614.0,231677935.0
2029,Africa,2022-05-21,1426736614.0,231715284.0
2030,Africa,2022-05-22,1426736614.0,234099932.0
2031,Africa,2022-05-23,1426736614.0,234125095.0
2032,Africa,2022-05-24,1426736614.0,234147328.0
2033,Africa,2022-05-25,1426736614.0,234170496.0
2034,Africa,2022-05-26,1426736614.0,234351455.0
2035,Africa,2022-05-27,1426736614.0,234515854.0
2036,Africa,2022-05-28,1426736614.0,234535195.0
2037,Africa,2022-05-29,1426736614.0,234672161.0
2038,Africa,2022-05-30,1426736614.0,235594948.0
2039,Africa,2022-05-31,1426736614.0,235678068.0
2040,Africa,2022-06-01,1426736614.0,235714714.0
2041,Africa,2022-06-02,1426736614.0,235992645.0
2042,Africa,2022-06-03,1426736614.0,236162737.0
2043,Africa,2022-06-04,1426736614.0,236178284.0
2044,Africa,2022-06-05,1426736614.0,238348960.0
2045,Africa,2022-06-06,1426736614.0,238439003.0
2046,Africa,2022-06-07,1426736614.0,238482901.0
2047,Africa,2022-06-08,1426736614.0,238587966.0
2048,Africa,2022-06-09,1426736614.0,238606280.0
2049,Africa,2022-06-10,1426736614.0,238624753.0
2050,Africa,2022-06-11,1426736614.0,238647682.0
2051,Africa,2022-06-12,1426736614.0,238661838.0
2052,Africa,2022-06-13,1426736614.0,238777175.0
2053,Africa,2022-06-14,1426736614.0,238792967.0
2054,Africa,2022-06-15,1426736614.0,238825690.0
2055,Africa,2022-06-16,1426736614.0,238843701.0
2056,Africa,2022-06-17,1426736614.0,239138365.0
2057,Africa,2022-06-18,1426736614.0,239150750.0
2058,Africa,2022-06-19,1426736614.0,249407135.0
2059,Africa,2022-06-20,1426736614.0,249407789.0
2060,Africa,2022-06-21,1426736614.0,249433391.0
2061,Africa,2022-06-22,1426736614.0,249547420.0
2062,Africa,2022-06-23,1426736614.0,249632922.0
2063,Africa,2022-06-24,1426736614.0,249647808.0
2064,Africa,2022-06-25,1426736614.0,249658687.0
2065,Africa,2022-06-26,1426736614.0,252470431.0
2066,Africa,2022-06-27,1426736614.0,252849960.0
2067,Africa,2022-06-28,1426736614.0,252913267.0
2068,Africa,2022-06-29,1426736614.0,255208163.0
2069,Africa,2022-06-30,1426736614.0,255295442.0
2070,Africa,2022-07-01,1426736614.0,255308274.0
2071,Africa,2022-07-02,1426736614.0,255317573.0
2072,Africa,2022-07-03,1426736614.0,260860531.0
2073,Africa,2022-07-04,1426736614.0,260869712.0
2074,Africa,2022-07-05,1426736614.0,261150165.0
2075,Africa,2022-07-06,1426736614.0,261157882.0
2076,Africa,2022-07-07,1426736614.0,261268748.0
2077,Africa,2022-07-08,1426736614.0,261321200.0
2078,Africa,2022-07-09,1426736614.0,261330138.0
2079,Africa,2022-07-10,1426736614.0,266359265.0
2080,Africa,2022-07-11,1426736614.0,266396881.0
2081,Africa,2022-07-12,1426736614.0,266403202.0
2082,Africa,2022-07-13,1426736614.0,266425657.0
2083,Africa,2022-07-14,1426736614.0,266441707.0
2084,Africa,2022-07-15,1426736614.0,266447334.0
2085,Africa,2022-07-16,1426736614.0,266731724.0
2086,Africa,2022-07-17,1426736614.0,271822908.0
2087,Africa,2022-07-18,1426736614.0,271937504.0
2088,Africa,2022-07-19,1426736614.0,272541555.0
2089,Africa,2022-07-20,1426736614.0,272553095.0
2090,Africa,2022-07-21,1426736614.0,272569511.0
2091,Africa,2022-07-22,1426736614.0,272588543.0
2092,Africa,2022-07-23,1426736614.0,272595404.0
2093,Africa,2022-07-24,1426736614.0,274751827.0
2094,Africa,2022-07-25,1426736614.0,274863767.0
2095,Africa,2022-07-26,1426736614.0,274872541.0
2096,Africa,2022-07-27,1426736614.0,275472807.0
2097,Africa,2022-07-28,1426736614.0,275481808.0
2098,Africa,2022-07-29,1426736614.0,275490045.0
2099,Africa,2022-07-30,1426736614.0,275496753.0
2100,Africa,2022-07-31,1426736614.0,286405848.0
2101,Africa,2022-08-01,1426736614.0,286645254.0
2102,Africa,2022-08-02,1426736614.0,286658554.0
2103,Africa,2022-08-03,1426736614.0,286666190.0
2104,Africa,2022-08-04,1426736614.0,286672873.0
2105,Africa,2022-08-05,1426736614.0,286679373.0
2106,Africa,2022-08-06,1426736614.0,286684790.0
2107,Africa,2022-08-07,1426736614.0,292646197.0
2108,Africa,2022-08-08,1426736614.0,292646648.0
2109,Africa,2022-08-09,1426736614.0,292658993.0
2110,Africa,2022-08-10,1426736614.0,292660660.0
2111,Africa,2022-08-11,1426736614.0,292668235.0
2112,Africa,2022-08-12,1426736614.0,293068010.0
2113,Africa,2022-08-13,1426736614.0,293074098.0
2114,Africa,2022-08-14,1426736614.0,299763051.0
2115,Africa,2022-08-15,1426736614.0,299982440.0
2116,Africa,2022-08-16,1426736614.0,299988971.0
2117,Africa,2022-08-17,1426736614.0,299996955.0
2118,Africa,2022-08-18,1426736614.0,300003874.0
2119,Africa,2022-08-19,1426736614.0,300049325.0
2120,Africa,2022-08-20,1426736614.0,300055346.0
2121,Africa,2022-08-21,1426736614.0,303939911.0
2122,Africa,2022-08-22,1426736614.0,303983079.0
2123,Africa,2022-08-23,1426736614.0,303989104.0
2124,Africa,2022-08-24,1426736614.0,303997694.0
2125,Africa,2022-08-25,1426736614.0,304004151.0
2126,Africa,2022-08-26,1426736614.0,304009017.0
2127,Africa,2022-08-27,1426736614.0,304015779.0
2128,Africa,2022-08-28,1426736614.0,306256327.0
2129,Africa,2022-08-29,1426736614.0,306348574.0
2130,Africa,2022-08-30,1426736614.0,306489040.0
2131,Africa,2022-08-31,1426736614.0,306493316.0
2132,Africa,2022-09-01,1426736614.0,306497963.0
2133,Africa,2022-09-02,1426736614.0,306502540.0
2134,Africa,2022-09-03,1426736614.0,306506302.0
2135,Africa,2022-09-04,1426736614.0,311604222.0
2136,Africa,2022-09-05,1426736614.0,311604472.0
2137,Africa,2022-09-06,1426736614.0,311608803.0
2138,Africa,2022-09-07,1426736614.0,311612908.0
2139,Africa,2022-09-08,1426736614.0,311622564.0
2140,Africa,2022-09-09,1426736614.0,311626635.0
2141,Africa,2022-09-10,1426736614.0,311630635.0
2142,Africa,2022-09-11,1426736614.0,312395259.0
2143,Africa,2022-09-12,1426736614.0,312624449.0
2144,Africa,2022-09-13,1426736614.0,312771436.0
2145,Africa,2022-09-14,1426736614.0,312775186.0
2146,Africa,2022-09-15,1426736614.0,312779066.0
2147,Africa,2022-09-16,1426736614.0,312782920.0
2148,Africa,2022-09-17,1426736614.0,312782920.0
2149,Africa,2022-09-18,1426736614.0,317492891.0
2150,Africa,2022-09-19,1426736614.0,317567511.0
2151,Africa,2022-09-20,1426736614.0,317574028.0
2152,Africa,2022-09-21,1426736614.0,317577361.0
2153,Africa,2022-09-22,1426736614.0,317583107.0
2154,Africa,2022-09-23,1426736614.0,317588314.0
2155,Africa,2022-09-24,1426736614.0,317593403.0
2156,Africa,2022-09-25,1426736614.0,321873394.0
2157,Africa,2022-09-26,1426736614.0,321879668.0
2158,Africa,2022-09-27,1426736614.0,322040621.0
2159,Africa,2022-09-28,1426736614.0,322215531.0
2160,Africa,2022-09-29,1426736614.0,322331347.0
2161,Africa,2022-09-30,1426736614.0,322334390.0
2162,Africa,2022-10-01,1426736614.0,322335439.0
2163,Africa,2022-10-02,1426736614.0,324583173.0
2164,Africa,2022-10-03,1426736614.0,324583881.0
2165,Africa,2022-10-04,1426736614.0,324591075.0
2166,Africa,2022-10-05,1426736614.0,324594625.0
2167,Africa,2022-10-06,1426736614.0,324597342.0
2168,Africa,2022-10-07,1426736614.0,324599917.0
2169,Africa,2022-10-08,1426736614.0,324602177.0
2170,Africa,2022-10-09,1426736614.0,333700404.0
2171,Africa,2022-10-10,1426736614.0,333704172.0
2172,Africa,2022-10-11,1426736614.0,334691582.0
2173,Africa,2022-10-12,1426736614.0,334694442.0
2174,Africa,2022-10-13,1426736614.0,334694442.0
2175,Africa,2022-10-14,1426736614.0,335501070.0
2176,Africa,2022-10-15,1426736614.0,335504007.0
2177,Africa,2022-10-16,1426736614.0,338810096.0
2178,Africa,2022-10-17,1426736614.0,339568968.0
2179,Africa,2022-10-18,1426736614.0,339572676.0
2180,Africa,2022-10-19,1426736614.0,339576278.0
2181,Africa,2022-10-20,1426736614.0,340378736.0
2182,Africa,2022-10-21,1426736614.0,340382773.0
2183,Africa,2022-10-22,1426736614.0,340382773.0
2184,Africa,2022-10-23,1426736614.0,342660731.0
2185,Africa,2022-10-24,1426736614.0,342662480.0
2186,Africa,2022-10-25,1426736614.0,343015218.0
2187,Africa,2022-10-26,1426736614.0,343018990.0
2188,Africa,2022-10-27,1426736614.0,343099927.0
2189,Africa,2022-10-28,1426736614.0,343102810.0
2190,Africa,2022-10-29,1426736614.0,343105325.0
2191,Africa,2022-10-30,1426736614.0,351715025.0
2192,Africa,2022-10-31,1426736614.0,351715025.0
2193,Africa,2022-11-01,1426736614.0,351719989.0
2194,Africa,2022-11-02,1426736614.0,351723268.0
2195,Africa,2022-11-03,1426736614.0,351834681.0
2196,Africa,2022-11-04,1426736614.0,351837920.0
2197,Africa,2022-11-05,1426736614.0,351840774.0
2198,Africa,2022-11-06,1426736614.0,353779452.0
2199,Africa,2022-11-07,1426736614.0,353779527.0
2200,Africa,2022-11-08,1426736614.0,353783937.0
2201,Africa,2022-11-09,1426736614.0,353787008.0
2202,Africa,2022-11-10,1426736614.0,353790679.0
2203,Africa,2022-11-11,1426736614.0,353794126.0
2204,Africa,2022-11-12,1426736614.0,353797161.0
2205,Africa,2022-11-13,1426736614.0,360401969.0
2206,Africa,2022-11-14,1426736614.0,360426356.0
2207,Africa,2022-11-15,1426736614.0,360432736.0
2208,Africa,2022-11-16,1426736614.0,360436339.0
2209,Africa,2022-11-17,1426736614.0,360439901.0
2210,Africa,2022-11-18,1426736614.0,360443442.0
2211,Africa,2022-11-19,1426736614.0,360446387.0
2212,Africa,2022-11-20,1426736614.0,364379587.0
2213,Africa,2022-11-21,1426736614.0,364386032.0
2214,Africa,2022-11-22,1426736614.0,364388738.0
2215,Africa,2022-11-23,1426736614.0,364391427.0
2216,Africa,2022-11-24,1426736614.0,364394363.0
2217,Africa,2022-11-25,1426736614.0,364397907.0
2218,Africa,2022-11-26,1426736614.0,364400482.0
2219,Africa,2022-11-27,1426736614.0,370659436.0
2220,Africa,2022-11-28,1426736614.0,371182789.0
2221,Africa,2022-11-29,1426736614.0,371186843.0
2222,Africa,2022-11-30,1426736614.0,371190058.0
2223,Africa,2022-12-01,1426736614.0,371202493.0
2224,Africa,2022-12-02,1426736614.0,371205766.0
2225,Africa,2022-12-03,1426736614.0,371208053.0
2226,Africa,2022-12-04,1426736614.0,372331143.0
2227,Africa,2022-12-05,1426736614.0,372332111.0
2228,Africa,2022-12-06,1426736614.0,372333873.0
2229,Africa,2022-12-07,1426736614.0,372344911.0
2230,Africa,2022-12-08,1426736614.0,372346916.0
2231,Africa,2022-12-09,1426736614.0,372348952.0
2232,Africa,2022-12-10,1426736614.0,372350593.0
2233,Africa,2022-12-11,1426736614.0,386165787.0
2234,Africa,2022-12-12,1426736614.0,386716075.0
2235,Africa,2022-12-13,1426736614.0,386717700.0
2236,Africa,2022-12-14,1426736614.0,386719302.0
2237,Africa,2022-12-15,1426736614.0,386721223.0
2238,Africa,2022-12-16,1426736614.0,386722486.0
2239,Africa,2022-12-17,1426736614.0,386722636.0
2240,Africa,2022-12-18,1426736614.0,391664055.0
2241,Africa,2022-12-19,1426736614.0,391664055.0
2242,Africa,2022-12-20,1426736614.0,391664055.0
2243,Africa,2022-12-21,1426736614.0,391664055.0
2244,Africa,2022-12-22,1426736614.0,392416565.0
2245,Africa,2022-12-23,1426736614.0,392416565.0
2246,Africa,2022-12-24,1426736614.0,392416565.0
2247,Africa,2022-12-25,1426736614.0,392552243.0
2248,Africa,2022-12-26,1426736614.0,392552243.0
2249,Africa,2022-12-27,1426736614.0,392552243.0
2250,Africa,2022-12-28,1426736614.0,392552243.0
2251,Africa,2022-12-29,1426736614.0,392552243.0
2252,Africa,2022-12-30,1426736614.0,392552243.0
2253,Africa,2022-12-31,1426736614.0,392552243.0
2254,Africa,2023-01-01,1426736614.0,393514365.0
2255,Africa,2023-01-02,1426736614.0,393719764.0
2256,Africa,2023-01-03,1426736614.0,393736450.0
2257,Africa,2023-01-04,1426736614.0,393736450.0
2258,Africa,2023-01-05,1426736614.0,393736450.0
2259,Africa,2023-01-06,1426736614.0,393803889.0
2260,Africa,2023-01-07,1426736614.0,393803889.0
2261,Africa,2023-01-08,1426736614.0,398264473.0
2262,Africa,2023-01-09,1426736614.0,398264473.0
2263,Africa,2023-01-10,1426736614.0,398264473.0
2264,Africa,2023-01-11,1426736614.0,398264473.0
2265,Africa,2023-01-12,1426736614.0,398264473.0
2266,Africa,2023-01-13,1426736614.0,398264473.0
2267,Africa,2023-01-14,1426736614.0,398264473.0
2268,Africa,2023-01-15,1426736614.0,399766880.0
2269,Africa,2023-01-16,1426736614.0,399773928.0
2270,Africa,2023-01-17,1426736614.0,399774014.0
2271,Africa,2023-01-18,1426736614.0,399774014.0
2272,Africa,2023-01-19,1426736614.0,399774014.0
2273,Africa,2023-01-20,1426736614.0,399774014.0
2274,Africa,2023-01-21,1426736614.0,399774014.0
2275,Africa,2023-01-22,1426736614.0,400600079.0
2276,Africa,2023-01-23,1426736614.0,400600079.0
2277,Africa,2023-01-24,1426736614.0,400600146.0
2278,Africa,2023-01-25,1426736614.0,400600146.0
2279,Africa,2023-01-26,1426736614.0,400600146.0
2280,Africa,2023-01-27,1426736614.0,400600146.0
2281,Africa,2023-01-28,1426736614.0,400600146.0
2282,Africa,2023-01-29,1426736614.0,400784971.0
2283,Africa,2023-01-30,1426736614.0,400784971.0
2284,Africa,2023-01-31,1426736614.0,400951334.0
2285,Africa,2023-02-01,1426736614.0,400951334.0
2286,Africa,2023-02-02,1426736614.0,400951334.0
2287,Africa,2023-02-03,1426736614.0,400951334.0
2288,Africa,2023-02-04,1426736614.0,400996425.0
2289,Africa,2023-02-05,1426736614.0,405328432.0
2290,Africa,2023-02-06,1426736614.0,405328432.0
2291,Africa,2023-02-07,1426736614.0,405328573.0
2292,Africa,2023-02-08,1426736614.0,405328573.0
2293,Africa,2023-02-09,1426736614.0,405328573.0
2294,Africa,2023-02-10,1426736614.0,405328573.0
2295,Africa,2023-02-11,1426736614.0,405328573.0
2296,Africa,2023-02-12,1426736614.0,408707501.0
2297,Africa,2023-02-13,1426736614.0,408708415.0
2298,Africa,2023-02-14,1426736614.0,408708657.0
2299,Africa,2023-02-15,1426736614.0,408708657.0
2300,Africa,2023-02-16,1426736614.0,408708657.0
2301,Africa,2023-02-17,1426736614.0,408708657.0
2302,Africa,2023-02-18,1426736614.0,408708657.0
2303,Africa,2023-02-19,1426736614.0,415724375.0
2304,Africa,2023-02-20,1426736614.0,415724375.0
2305,Africa,2023-02-21,1426736614.0,416586479.0
2306,Africa,2023-02-22,1426736614.0,416586479.0
2307,Africa,2023-02-23,1426736614.0,416586544.0
2308,Africa,2023-02-24,1426736614.0,416586544.0
2309,Africa,2023-02-25,1426736614.0,416586544.0
2310,Africa,2023-02-26,1426736614.0,417701874.0
2311,Africa,2023-02-27,1426736614.0,417701874.0
2312,Africa,2023-02-28,1426736614.0,417702061.0
2313,Africa,2023-03-01,1426736614.0,417702061.0
2314,Africa,2023-03-02,1426736614.0,417702061.0
2315,Africa,2023-03-03,1426736614.0,417702061.0
2316,Africa,2023-03-04,1426736614.0,417702061.0
2317,Africa,2023-03-05,1426736614.0,417739404.0
2318,Africa,2023-03-06,1426736614.0,417739404.0
2319,Africa,2023-03-07,1426736614.0,417739447.0
2716,Albania,2021-02-02,2842318.0,1.0
2723,Albania,2021-02-09,2842318.0,438.0
2731,Albania,2021-02-17,2842318.0,611.0
2732,Albania,2021-02-18,2842318.0,611.0
2736,Albania,2021-02-22,2842318.0,655.0
2814,Albania,2021-05-11,2842318.0,181586.0
2815,Albania,2021-05-12,2842318.0,187921.0
2816,Albania,2021-05-13,2842318.0,192936.0
2817,Albania,2021-05-14,2842318.0,204759.0
2820,Albania,2021-05-17,2842318.0,223103.0
2821,Albania,2021-05-18,2842318.0,228756.0
2822,Albania,2021-05-19,2842318.0,234409.0
2823,Albania,2021-05-20,2842318.0,237660.0
2824,Albania,2021-05-21,2842318.0,239677.0
2826,Albania,2021-05-23,2842318.0,243776.0
2827,Albania,2021-05-24,2842318.0,249898.0
2829,Albania,2021-05-26,2842318.0,269197.0
2830,Albania,2021-05-27,2842318.0,277255.0
2833,Albania,2021-05-30,2842318.0,287042.0
2834,Albania,2021-05-31,2842318.0,290333.0
2835,Albania,2021-06-01,2842318.0,293264.0
2837,Albania,2021-06-03,2842318.0,297271.0
2840,Albania,2021-06-06,2842318.0,306102.0
2841,Albania,2021-06-07,2842318.0,310336.0
2842,Albania,2021-06-08,2842318.0,315555.0
2843,Albania,2021-06-09,2842318.0,320532.0
2844,Albania,2021-06-10,2842318.0,324616.0
2845,Albania,2021-06-11,2842318.0,328546.0
2846,Albania,2021-06-12,2842318.0,331147.0
2847,Albania,2021-06-13,2842318.0,332173.0
2848,Albania,2021-06-14,2842318.0,334771.0
2849,Albania,2021-06-15,2842318.0,340576.0
2850,Albania,2021-06-16,2842318.0,344945.0
2851,Albania,2021-06-17,2842318.0,351453.0
2854,Albania,2021-06-20,2842318.0,365028.0
2855,Albania,2021-06-21,2842318.0,370378.0
2856,Albania,2021-06-22,2842318.0,375629.0
2857,Albania,2021-06-23,2842318.0,380649.0
2858,Albania,2021-06-24,2842318.0,385868.0
2862,Albania,2021-06-28,2842318.0,396139.0
2863,Albania,2021-06-29,2842318.0,399246.0
2864,Albania,2021-06-30,2842318.0,403504.0
2865,Albania,2021-07-01,2842318.0,407402.0
2866,Albania,2021-07-02,2842318.0,412147.0
2868,Albania,2021-07-04,2842318.0,416791.0
2869,Albania,2021-07-05,2842318.0,419894.0
2870,Albania,2021-07-06,2842318.0,423158.0
2871,Albania,2021-07-07,2842318.0,426111.0
2872,Albania,2021-07-08,2842318.0,429191.0
2873,Albania,2021-07-09,2842318.0,431722.0
2874,Albania,2021-07-10,2842318.0,434170.0
2875,Albania,2021-07-11,2842318.0,434926.0
2876,Albania,2021-07-12,2842318.0,438758.0
2877,Albania,2021-07-13,2842318.0,443165.0
2878,Albania,2021-07-14,2842318.0,448830.0
2879,Albania,2021-07-15,2842318.0,455131.0
2880,Albania,2021-07-16,2842318.0,460655.0
2881,Albania,2021-07-17,2842318.0,465434.0
2882,Albania,2021-07-18,2842318.0,466905.0
2884,Albania,2021-07-20,2842318.0,472886.0
2885,Albania,2021-07-21,2842318.0,478861.0
2886,Albania,2021-07-22,2842318.0,485295.0
2889,Albania,2021-07-25,2842318.0,498724.0
2893,Albania,2021-07-29,2842318.0,519013.0
2894,Albania,2021-07-30,2842318.0,525215.0
2895,Albania,2021-07-31,2842318.0,528718.0
2896,Albania,2021-08-01,2842318.0,530322.0
2897,Albania,2021-08-02,2842318.0,534823.0
2898,Albania,2021-08-03,2842318.0,538588.0
2899,Albania,2021-08-04,2842318.0,541637.0
2900,Albania,2021-08-05,2842318.0,545036.0
2903,Albania,2021-08-08,2842318.0,553482.0
2905,Albania,2021-08-10,2842318.0,560007.0
2908,Albania,2021-08-13,2842318.0,567455.0
2910,Albania,2021-08-15,2842318.0,570233.0
2911,Albania,2021-08-16,2842318.0,572816.0
2912,Albania,2021-08-17,2842318.0,575342.0
2914,Albania,2021-08-19,2842318.0,581242.0
2916,Albania,2021-08-21,2842318.0,587625.0
2917,Albania,2021-08-22,2842318.0,589253.0
2918,Albania,2021-08-23,2842318.0,594050.0
2919,Albania,2021-08-24,2842318.0,598949.0
2920,Albania,2021-08-25,2842318.0,603259.0
2921,Albania,2021-08-26,2842318.0,608539.0
2922,Albania,2021-08-27,2842318.0,615422.0
2924,Albania,2021-08-29,2842318.0,625809.0
2925,Albania,2021-08-30,2842318.0,633878.0
2926,Albania,2021-08-31,2842318.0,641920.0
2927,Albania,2021-09-01,2842318.0,648637.0
2928,Albania,2021-09-02,2842318.0,655594.0
2932,Albania,2021-09-06,2842318.0,673951.0
2933,Albania,2021-09-07,2842318.0,681510.0
2934,Albania,2021-09-08,2842318.0,687854.0
2935,Albania,2021-09-09,2842318.0,693421.0
2936,Albania,2021-09-10,2842318.0,698597.0
2937,Albania,2021-09-11,2842318.0,702833.0
2938,Albania,2021-09-12,2842318.0,704626.0
2939,Albania,2021-09-13,2842318.0,709343.0
2940,Albania,2021-09-14,2842318.0,713517.0
2941,Albania,2021-09-15,2842318.0,717404.0
2942,Albania,2021-09-16,2842318.0,721614.0
2943,Albania,2021-09-17,2842318.0,725838.0
2945,Albania,2021-09-19,2842318.0,731577.0
2946,Albania,2021-09-20,2842318.0,736594.0
2947,Albania,2021-09-21,2842318.0,741819.0
2948,Albania,2021-09-22,2842318.0,747441.0
2949,Albania,2021-09-23,2842318.0,754020.0
2950,Albania,2021-09-24,2842318.0,760960.0
